root_entity,hop,dest_address,dest_value,epoch_no,dest_tx_hash,exchange_confidence,tx_count,unique_counterparties,total_received_ada
EMURGO,4,DdzFFzCqrhsiqf922JGNRu7wN89RJ4yYdAi42TEB9p5xcwjVBqZKAgEBjoivUf9BiynYWxLVYqhQAvcBXaabXhiqCY22rgV28JW5cMqB,14099800000,38,caa4f573f1f2c1cd98c51f2bad2c8ef8f69a69689e03ee3e48467e173836b9bf,HIGH,2521,1489,26539860.901677000000
