cohort,title,grant_value_ada,flags,url,last_updated,external_links
4,North America,,MISSING_GRANT_VALUE;NO_DELIVERABLE_LINKS;NO_REPORTING_LINKS,https://intersect.gitbook.io/intersect-community-grants/cohort-4/community-hubs/north-america,1 year ago,https://www.gitbook.com/?utm_source=content&utm_medium=trademark&utm_campaign=7IvOomm3j1VTewu5MKAE
4,Sri Lanka,,MISSING_GRANT_VALUE;NO_DELIVERABLE_LINKS;NO_REPORTING_LINKS,https://intersect.gitbook.io/intersect-community-grants/cohort-4/community-hubs/sri-lanka,1 year ago,https://www.gitbook.com/?utm_source=content&utm_medium=trademark&utm_campaign=7IvOomm3j1VTewu5MKAE
4,DRep Pioneer Program,,MISSING_GRANT_VALUE;NO_DELIVERABLE_LINKS;NO_REPORTING_LINKS,https://intersect.gitbook.io/intersect-community-grants/cohort-4/drep-pioneer-program,1 year ago,https://www.gitbook.com/?utm_source=content&utm_medium=trademark&utm_campaign=7IvOomm3j1VTewu5MKAE
4,DRep Program Stats,,MISSING_GRANT_VALUE;NO_DELIVERABLE_LINKS;NO_REPORTING_LINKS,https://intersect.gitbook.io/intersect-community-grants/cohort-4/drep-pioneer-program/drep-program-stats,1 year ago,https://www.gitbook.com/?utm_source=content&utm_medium=trademark&utm_campaign=7IvOomm3j1VTewu5MKAE
4,Phase 1 - Acceptance Criteria,,MISSING_GRANT_VALUE;NO_DELIVERABLE_LINKS;NO_REPORTING_LINKS,https://intersect.gitbook.io/intersect-community-grants/cohort-4/drep-pioneer-program/phase-1-acceptance-criteria,1 year ago,https://www.gitbook.com/?utm_source=content&utm_medium=trademark&utm_campaign=7IvOomm3j1VTewu5MKAE
4,Phase 2 - Acceptance Criteria,,MISSING_GRANT_VALUE;NO_DELIVERABLE_LINKS;NO_REPORTING_LINKS,https://intersect.gitbook.io/intersect-community-grants/cohort-4/drep-pioneer-program/phase-2-acceptance-criteria,1 year ago,https://www.gitbook.com/?utm_source=content&utm_medium=trademark&utm_campaign=7IvOomm3j1VTewu5MKAE
4,Local face-to-face events and meetups,,MISSING_GRANT_VALUE;NO_DELIVERABLE_LINKS;NO_REPORTING_LINKS,https://intersect.gitbook.io/intersect-community-grants/cohort-4/local-face-to-face-events-and-meetups,1 year ago,https://www.gitbook.com/?utm_source=content&utm_medium=trademark&utm_campaign=7IvOomm3j1VTewu5MKAE
4,"Goma, Democratic Republic of the Congo - 17th August 2024",,MISSING_GRANT_VALUE;NO_DELIVERABLE_LINKS;NO_REPORTING_LINKS,https://intersect.gitbook.io/intersect-community-grants/cohort-4/local-face-to-face-events-and-meetups/goma-democratic-republic-of-the-congo-17th-august-2024,1 year ago,https://mwatsimulamo.blogspot.com/2024/08/intersect-meetup-in-town-of-goma.html https://www.gitbook.com/?utm_source=content&utm_medium=trademark&utm_campaign=7IvOomm3j1VTewu5MKAE
4,"Ho Chi Minh City, Vietnam - 21st July 2024",,MISSING_GRANT_VALUE;NO_DELIVERABLE_LINKS;NO_REPORTING_LINKS,https://intersect.gitbook.io/intersect-community-grants/cohort-4/local-face-to-face-events-and-meetups/ho-chi-minh-city-vietnam-21st-july-2024,1 year ago,https://forum.cardano.org/t/recap-intersect-meetup-ho-chi-minh-vietnam-21-7-2024/134367?u=hakochan https://www.gitbook.com/?utm_source=content&utm_medium=trademark&utm_campaign=7IvOomm3j1VTewu5MKAE https://www.google.com/maps/search/?api=1&query=10.84166%2C%20106.78362 https://www.meetup.com/cardano-blockchain-ho-chi-minh-viet-nam/events/301773275/
4,"Illinois, USA - 28th June 2024",,MISSING_GRANT_VALUE;NO_DELIVERABLE_LINKS;NO_REPORTING_LINKS,https://intersect.gitbook.io/intersect-community-grants/cohort-4/local-face-to-face-events-and-meetups/illinois-usa-28th-june-2024,1 year ago,https://forum.cardano.org/t/reflections-on-cardano-midwest-drep-workshop-intersect-meetup/133949 https://www.gitbook.com/?utm_source=content&utm_medium=trademark&utm_campaign=7IvOomm3j1VTewu5MKAE
4,"Puerto La Cruz, Venezuela - 14th September 2024",,MISSING_GRANT_VALUE;NO_DELIVERABLE_LINKS;NO_REPORTING_LINKS,https://intersect.gitbook.io/intersect-community-grants/cohort-4/local-face-to-face-events-and-meetups/puerto-la-cruz-venezuela-14th-september-2024,1 year ago,https://blog.funintec.net/ https://www.gitbook.com/?utm_source=content&utm_medium=trademark&utm_campaign=7IvOomm3j1VTewu5MKAE
4,"Tallinn, Estonia - 5th June 2024",,MISSING_GRANT_VALUE;NO_DELIVERABLE_LINKS;NO_REPORTING_LINKS,https://intersect.gitbook.io/intersect-community-grants/cohort-4/local-face-to-face-events-and-meetups/tallinn-estonia-5th-june-2024,1 year ago,https://internetnative.org/about https://internetnative.org/fueling-business-growth-with-community-driven-work/ https://www.gitbook.com/?utm_source=content&utm_medium=trademark&utm_campaign=7IvOomm3j1VTewu5MKAE https://www.intersectmbo.org/?ref=internetnative.org
4,"Territory of Nyiragongo, Democratic Republic of Congo - 29th June 2024",,MISSING_GRANT_VALUE;NO_DELIVERABLE_LINKS;NO_REPORTING_LINKS,https://intersect.gitbook.io/intersect-community-grants/cohort-4/local-face-to-face-events-and-meetups/territory-of-nyiragongo-democratic-republic-of-congo-29th-june-2024,1 year ago,https://lu.ma/e9i3bncp https://updciongandintersectmboenglish.blogspot.com/2024/07/event-on-june-29-2024-in-nyiragongo.html https://www.gitbook.com/?utm_source=content&utm_medium=trademark&utm_campaign=7IvOomm3j1VTewu5MKAE
4,GovTool Governance Action Outcome,,MISSING_GRANT_VALUE;NO_DELIVERABLE_LINKS,https://intersect.gitbook.io/intersect-community-grants/cohort-4/govtool-governance-action-outcome,6 months ago,https://drive.google.com/file/d/1EhTfBroIUyx3Lcqqv8-bVFrHfJc6Es0J/view?usp=sharing https://drive.google.com/file/d/1J5iWIaPoTV63FOQz85-pg2FrybjZgqUT/view?usp=drive_link https://drive.google.com/file/d/1iwAMeb2HkrnBqDnt2AAEm2VMA29WhvbF/view?usp=drive_link https://drive.google.com/file/d/1neDfGfjYAxy9Ygt1dZ_hl0sXyfWRDWfP/view?usp=drive_link https://drive.google.com/file/d/1vOrCB5FMzqK1k-r8Z9T_NCioiveN7CdE/view?usp=drive_link https://drive.google.com/file/d/1zwFBE6U_DzRXaKPvarSXXLP8rJbO9P6r/view?usp=sharing https://www.gitbook.com/?utm_source=content&utm_medium=trademark&utm_campaign=7IvOomm3j1VTewu5MKAE
4,"Caracas, Venezuela - 1st June 2024",,MISSING_GRANT_VALUE;NO_DELIVERABLE_LINKS,https://intersect.gitbook.io/intersect-community-grants/cohort-4/local-face-to-face-events-and-meetups/caracas-venezuela-1st-june-2024,1 year ago,https://drive.google.com/file/d/163w9b6Y8X9jof38YZp4tjJGvIoWLELxi/view?usp=drive_link https://lu.ma/aa3yy1i5 https://www.funintec.net/intersect/ https://www.gitbook.com/?utm_source=content&utm_medium=trademark&utm_campaign=7IvOomm3j1VTewu5MKAE
4,"Cardano Blockchain Melbourne, Australia - 3rd May 2024",,MISSING_GRANT_VALUE;NO_REPORTING_LINKS,https://intersect.gitbook.io/intersect-community-grants/cohort-4/local-face-to-face-events-and-meetups/cardano-blockchain-melbourne-australia-3rd-may-2024,1 year ago,https://twitter.com/blockchain_pete/status/1787290052378366411 https://www.gitbook.com/?utm_source=content&utm_medium=trademark&utm_campaign=7IvOomm3j1VTewu5MKAE https://www.linkedin.com/in/peterhorsfall/ https://www.linkedin.com/pulse/cardano-melbourne-build-network-governance-services-peter-horsfall-vuppe?trackingId=cVUD6i3YQ8C2zSiql%2BXrYQ%3D%3D&lipi=urn%3Ali%3Apage%3Ad_flagship3_detail_base%3B4ojPm8sOQeaN9LiPt3QAOw%3D%3D https://www.meetup.com/cardano-blockchain-melbourne/
4,"Clay Labs Digital - Lisbon, Portugal - 27th May 2024",,MISSING_GRANT_VALUE;NO_DELIVERABLE_LINKS,https://intersect.gitbook.io/intersect-community-grants/cohort-4/local-face-to-face-events-and-meetups/clay-labs-digital-lisbon-portugal-27th-may-2024,1 year ago,https://cointelegraph.com/press-releases/nfc-2024-in-lisbon-28-30-may-one-ticket-five-events https://docs.google.com/document/d/1crZnJ7jnCEHrf55doaiL8ZHnX-iZUFghx1lKOPGUsV0/edit https://lu.ma/lgyg6z67 https://www.gitbook.com/?utm_source=content&utm_medium=trademark&utm_campaign=7IvOomm3j1VTewu5MKAE
4,"Curitiba, Brazil - 4th September 2024",,MISSING_GRANT_VALUE;NO_DELIVERABLE_LINKS,https://intersect.gitbook.io/intersect-community-grants/cohort-4/local-face-to-face-events-and-meetups/curitiba-brazil-4th-september-2024,1 year ago,https://docs.google.com/document/d/1iz-msA5M7iWT8Wt-5oY90_9uSVFr-e4g/edit?usp=sharing&ouid=104648571819070702900&rtpof=true&sd=true https://www.gitbook.com/?utm_source=content&utm_medium=trademark&utm_campaign=7IvOomm3j1VTewu5MKAE
4,"Paraguay, South America ,5th July 2024",,MISSING_GRANT_VALUE;NO_DELIVERABLE_LINKS,https://intersect.gitbook.io/intersect-community-grants/cohort-4/local-face-to-face-events-and-meetups/paraguay-south-america-5th-july-2024,1 year ago,https://docs.google.com/document/d/13xkKQMvGcdshhRjZc-Z8vDmQLqNhWhoGavjtwHsM3Fk/edit https://www.gitbook.com/?utm_source=content&utm_medium=trademark&utm_campaign=7IvOomm3j1VTewu5MKAE
4,"Remostart Limited, Lagos, Nigeria - 22nd June 2024",,MISSING_GRANT_VALUE;NO_REPORTING_LINKS,https://intersect.gitbook.io/intersect-community-grants/cohort-4/local-face-to-face-events-and-meetups/remostart-limited-lagos-nigeria-22nd-june-2024,1 year ago,https://lu.ma/mktxp09y https://www.gitbook.com/?utm_source=content&utm_medium=trademark&utm_campaign=7IvOomm3j1VTewu5MKAE https://www.publish0x.com/recap-of-the-cardano-intersect-local-meetup-lagos/a-resounding-success-recap-of-the-cardano-intersect-meetup-i-xzqdopz
4,"Rio de Janeiro, Brazil - July 24th to 26th",,MISSING_GRANT_VALUE;NO_DELIVERABLE_LINKS,https://intersect.gitbook.io/intersect-community-grants/cohort-4/local-face-to-face-events-and-meetups/rio-de-janeiro-brazil-july-24th-to-26th,1 year ago,https://docs.google.com/document/d/1NReEAfDx4DmJmrZkcdUmOM1FfJKt_ldyTLern9UfqZA/edit https://www.gitbook.com/?utm_source=content&utm_medium=trademark&utm_campaign=7IvOomm3j1VTewu5MKAE
