address,tx_count,unique_counterparties,total_received_ada,first_epoch,last_epoch,epoch_span,exchange_confidence
DdzFFzCqrhsni2bLo8seLEEJPStpdLmRtZyMgXcr9innW1RTKW6Mr4LrJcF9ZLoq7CUs1s7EFrH5KvzCgq9hgatzHuAhvwffmSBYdyna,382,1260,509910.698409000000,186,206,20,LOW
DdzFFzCqrht8ThGTC6fi1vMA4SJPExTNVqoqaEuZEduCbNwh6CWyYGTraTgR1syVrJwXxrspkcxkkmB93yGYZbzeaxNEyHYvWgapqpb9,382,517,721331.922542000000,48,95,47,LOW
DdzFFzCqrhsfGCCSHjEBRsdvUYZZxSo1ZiqXs5bSTf81x4sZKFRkDw7uBKW2hHJ8ff2PXHADK7ZKCCM22ZY4Vo2gKebDXr5ZctJcDUHw,380,788,634060.119273000000,166,200,34,LOW
DdzFFzCqrht8mrijoCgDKadoee2whS5Jvs7QMTQjvN6ZiZqbawiY1YwirEHFSShDeXruCTfnuEepahfF3Pq67ErGMcthf3frTiT9b6rK,378,8,6277112.336636000000,196,200,4,LOW
DdzFFzCqrhsuUbCFnenWdHrXBYsKRXjy6cL2yAVA3mTyyLmd9i2n6yTb2FSd1RGhoMS3c41eiQU4DVfdWeLwiX7w9JRz2WgYpgniJZpR,376,566,42017015.803125000000,49,70,21,LOW
DdzFFzCqrhsygDFTivJsweS7GQ2Skvzw9fp6NotLQkKQKm4oSeufSUo19FAA8gHw1cXort1139zySjym4JBghm4JmZ5sJk4V3pgypd44,375,311,13076503.327369000000,38,70,32,LOW
DdzFFzCqrhswmgSN6xj2GJqUQKSSd1RvjjYd7ma8FsLqag6WggG7p6Dq4mJ4yfnupgCyw6igqrrFVbsiDst9rAV38QTQd6Tqh9C99YJr,374,282,40836125.332600000000,39,207,168,LOW
DdzFFzCqrhspQ4hJBW6quPoQuZWYXZcJmpRzRHtzebX72fWfrmgh25NxVTixURqxfXAHmgkgAAG8z9f2zC9rZvDDZCxsmJvV9ZgPATT4,373,1203,261726.807399000000,184,206,22,LOW
DdzFFzCqrhssRJPHtuTFujZCFCuobHAqaC7t1izyagJHivaLXwTPZVFAKfiCMsPbntxTM8URYBHP68REAMppoCCT7BHwgzSdn4ufRe3a,373,351,395546.657836000000,179,200,21,LOW
DdzFFzCqrhsqAypdYGE47YNNTminudzvboP9SWzLpn7JYvTk6WBC4X9LC26T8uGGjw3XDgMw5WwG3HCB5BDyWzqJCyRePmjjFVNnqcRJ,373,1319,397001.281700000000,168,204,36,LOW
DdzFFzCqrhsehS1VFMYk1XrF9gaVza1kWUJee7Ho1fj4e9Fz7wx1btqWt7ArqLmAzepDJP97RtWmjHSZEjExJJ3hdduGk9C1Rhc9g7Kp,373,372,5040273.708619000000,85,207,122,LOW
DdzFFzCqrht1h1r81KPnt6o1gTFYHzg8WpvL8hBsKMTtZAydDTWzAXWJ2ozPAob4V8LsWEF7DvEnX4xnFofFYgXLEnRpBNZHDDoSQhJK,373,1885,419109.062000000000,186,206,20,LOW
DdzFFzCqrht39pqj9ezTbQcTfR86o2DstxRsqwS5a8tgg3B5jcRvKSX1MmdPRn9gxxtbhFqoSJNYrgUUUBCUA8UNDRLUpyJrmDvZQefF,370,1043,336163.645998000000,187,205,18,LOW
DdzFFzCqrhspaNmneNsEnMynWHrTgekGtVMiHxSa95AxAfJzBETrEeeLHmqifVj1Bv1dwQPpBqJu5smEeJDDcSks5a96ku55APeHdGNW,369,68,2022362.696505000000,49,127,78,LOW
DdzFFzCqrhsx5pELZFd9stDGaQoY6SnBEqh215M1RNvhgibVZx864f7Ku13woiU26SCXMGvR88ajg7xMaCbsTicTwWjma17x1dyWMgvF,369,289,14656803.968101000000,22,45,23,LOW
DdzFFzCqrht6Kemp2NV2Vs2igLAPq18Garqm8ZkKt1S94To7EZZk85AgHiLZrZr6FDbUwjTDSo2i6mmCNcjq136VcZAGfp28qy4ZZbdf,368,596,29368203.435100000000,101,157,56,LOW
DdzFFzCqrhszQi62bGJjUy9mExbiCAwRNWKHcFfvRMkCEeipy6NjAehoDHbGzMrGe8euR2vh3sC57YRqapmmza8EVZzB8VyWxZndfhPa,368,321,7860223.585982000000,50,162,112,LOW
DdzFFzCqrhsr5sdpqM4QaCjcctHJHEA5t3e2baBq5QgmxY8WeMJYhTZzVcpDmApAVFZKKq3F2KgZbeCwL3w5ERgWNETPoNABXznNPX3R,367,380,25115565.457608000000,189,207,18,LOW
DdzFFzCqrhspQL4hxkcZMURJZM4SF93rMHDxEkcT3eArkn3ofU9M3mzLh7WiHKk6JCLzqvfgABKT9V1QL9Pe5m9rdAveUQ3tqzT94gDf,367,1405,725823.375999000000,186,202,16,LOW
DdzFFzCqrhsqz5XEMnyK64iuZyMXdvZxrbfWVefd94YE1UD7F82kVNKNAyJXSQdvkt6GEEFGdaFTg4pjhyPccYVZGCM7UdgXTWgfzS2e,367,11,6743726.899758000000,185,207,22,LOW
DdzFFzCqrhsdvQLi5DGJbhE1M9to6JY7Z5osjrYbtc4j4W8j3yLSP46m5C8G4sJZTMi8j3aq5vC13MBA9ZDfhz7DNjxQPcZVep9634o6,366,241,87997982.850881000000,154,207,53,LOW
DdzFFzCqrht3AjWZjHdX65yAauNgb2rfmLPGKUy1XsUNiNDawY431WPGQFVgDBMmufVqF9PkDBLe9eUfMpDYD7p81xAfSG9o2of9ZdkG,365,281,2301129.789000000000,89,143,54,LOW
DdzFFzCqrhsu5eBgaKRv7F7MC6gdFXziK13NfcehavWVJ14kFPRZmfYFtZDwH5qg1B6FxbVm9W9tkLvNBHrhLwyrc4wiHGhYe5N1C7kU,364,309,10548054.710490000000,94,207,113,LOW
DdzFFzCqrhsxGzabKWd3GBbCSxFj23CW3yq92CuA64Qv7b66BtdNv3hzxXbvAx1mb9oE3ZeHfTVe84TwM3tWdQ6gbH6QtbWMC9VdizNR,363,930,215418.926700000000,163,205,42,LOW
DdzFFzCqrhtBAnpcmLgHvZfeVSQfqdk95wQ9uujNyb6yVJJAqDbj39VL9BzG4UVhzYp8gSXBvtAt4zDjN83SRgUWMrsZJZnPYPk2jkK7,363,1137,259816.709900000000,191,206,15,LOW
DdzFFzCqrhskocAq9tvjA3Fdo8Ca7BujdQoYLXTUbtXTaFAWKrMmXD4wDRXicRXMURx6DiAmQFDFKHav5en7VQXNZajrrp768gfsXS6b,362,136,4915643.114208000000,22,105,83,LOW
DdzFFzCqrhsvTfeWgBqPeYhfy76hixBHNH42rVcosLKpaTmCFtxkCbcSpfrrZajP2qExWwaWQQTha2C6hpbyRYSmsnFyCNqee7m8zgu3,362,917,187889.467998000000,191,206,15,LOW
DdzFFzCqrht7j8cgiqsrDbR7CQZGzkTcD3VPZ5y9QcvdSG1Ph6B1inBbJSACX2cU2uQvgbSyrcBv1Av8PXqAEj41tqNXiGuDE5ENip2i,362,867,341302.734597000000,191,205,14,LOW
DdzFFzCqrht5p4WdXFLyHqeZsiMwGUbVjKGQkAUFhh2SeV4uPaMMDUzPEeoc7jHZG6EqLFJY1j1WGXsHAbmEWhbyjGmcXV8WeT4vrDxC,361,361,29686091.487000000000,90,119,29,LOW
DdzFFzCqrhsu99DLRWrJBiGZzeJQs6hhnU7Yq36pvjDs9mDMGDuhfSACKr9RS7E4oNqABd3mFPr3kkDjJH4UV55qVyq7SXVQGjiQDkbA,361,259,10473894.779900000000,73,101,28,LOW
DdzFFzCqrhsn4UVuxotqmv7LNgUa6pgeYLghMTKfUW3twX9bLkVcWPLjNuHbZq7GT8FteSaGvSFz4J2zZoT9Vj8Wx1Nz7mrhsuLWYKbK,361,67,6661874.148009000000,46,160,114,LOW
DdzFFzCqrhsydemCJDJRfA8MvTkbjVSL63En34BVNxfDFdxvF7pLJkwkHk8wsnU15FQvKEKdSdCJaLiyRaSbWEa7Hanva9NtEkH5e8qG,360,300,26665604.186609000000,52,199,147,LOW
DdzFFzCqrhsj69M84WFniastkjt5RhvPuxswz3sYsX2P2Brvva7sjtPmVfRDrL8WehtJgTsi65F2XRc1uviR1rj71GKM85PTgrtLjmS8,358,2,3593974.640000000000,125,191,66,LOW
DdzFFzCqrhsdo5nVXLg5MTGUzPgkoV4ykfZzNEiotfrohwGZr1TRvFcfabyhMF6r8UWHTwCToWMjxu4Fc6f11WZy1LeDza6MQvkw4YSt,356,2,8326813.866659000000,89,112,23,LOW
DdzFFzCqrhsmsVszwZz5VAw27Y8uZQVsuMxQzhea9fkc6yEnKu98A8UJHgAgnvViuo4QLZaJtgR5hevpSdZpGTV9dDotMN82JHQfAnbc,356,191,18032504.983000000000,59,69,10,LOW
DdzFFzCqrhsmwwdXVuc3KtEEx7CGJu9rnyuKpuo7djxFQkjnukN492wj4GLEC93pCTuqnZtxVWK2WqdreoiPHcJ6UCgQqtSSouuTTcMC,355,493,41782776.084039000000,76,138,62,LOW
DdzFFzCqrhsfGsK4HDaVie6QfFddi7ChRP2mSDus2mmScDxzNneDFs6JSRbrjQrXwYjw47QUCqTM8v51qVEwRPSDGZXWkaYhadaPrU6Q,354,2,5049280.370000000000,178,207,29,LOW
DdzFFzCqrhtCrKkigC6ZjA91sTcsvfdEAqoCLrXf97NmZen9g2B4aRkHhJTKTinYhX1WHqXxw6NE7i4VchtjX2wWEzgzb1M76uRdWiZ1,353,722,2027746.480500000000,55,117,62,LOW
DdzFFzCqrht9vcvP2NXhu59sgrgH1uXoWKCA23j4R78gEZAPzhGQt63uhfbe2DqkmGbhMRWLckMpV8Mwq8AVobA2m7HLJaG7tL3sHh7o,352,1879,448941.314000000000,184,206,22,LOW
DdzFFzCqrhshwfKMS8y8p5NMTNV9XHiQhryS93qrGTkxKH2XSwdAPQtY2WXKcaN68X473T5unULRi41Sikt8MX9DnsP9Ytwq3gD3QUjW,352,175,8161722.671648000000,99,157,58,LOW
DdzFFzCqrht9fKXq46zVeYAeCSAnynnEHDu6nWuU1LJqRtbmc5WPjRuDH5P8ukzkB2i6C299D9uC6CbrKhWeymTcNyyn588V9oTZNJso,348,309,388911.496999000000,174,204,30,LOW
DdzFFzCqrhtAFQkvT3oYWG68exfuXACopN2DUvsJYtPUXJuTF2zMEX2N9fVvdZApCGS6UNGeVJJPDhXaDGSPtEwjStaGBUadMLWnBLSo,348,131,1137728.452000000000,19,111,92,LOW
DdzFFzCqrht6NPYypFDNVjCjYXQboqwyYHw4rtkUdzECPdNi1xZmrxusZEHVo6wEAY6rLbxr56TnYFMBNZcYd5yjGF2uGQwfiuRL6Ajo,347,337,257326.685943000000,173,200,27,LOW
DdzFFzCqrhszPTGJndLbKcJP7cFyUQMMqMzjrHURvxaxYFyLaLhRQ9hkU6eyiTWC66AhAcfHaZbMerjYscA6hNq4sFKKmEZ89jB5Ykrr,347,1579,937516.089999000000,186,204,18,LOW
DdzFFzCqrht3mKT9N1PPmLfcUMVBVC1NieYKkrjnXRjruRWEEeTKG1cawmphfGANhb7ajrDXjPihiknVM6M9WDzWssUUEHwRF4vfBt9k,347,1205,1500089.429995000000,185,206,21,LOW
DdzFFzCqrht38VDKJwtnhkGgqWxEGFaoY5mNgMp5nxvoTev7jcbvonhLzd8NEqjy57DJ633Vqak4F2vAvC94rtB4Xdm5vd1V3F6UD7Qn,346,2,3470585.573529000000,206,206,0,LOW
DdzFFzCqrhse46AwbjFJZ2G1D4uUB1F3FzstcJ9xDE4WtdTgHoXBLmYn6R2aDuRAz5VnEofCD6EMVJZ12zoTRsZEFDn5P6Pcf7UXCd6T,345,788,508314.058579000000,166,205,39,LOW
DdzFFzCqrht6MgPYd3yjp6CEC5BFtkhLXhq4dD8PKWTgVjnc2W59jSCLuqAe5o7xHPSUXg4n7KeKbQP2F6QeLvnCfAQ76poyVPg8cc9o,344,829,142039.791160000000,185,202,17,LOW
DdzFFzCqrhspEQKpkgcFyWsuzAnKSoGHM8qHcS93XE7UTBNXjJjnp34eXPh71EeDJbSsfSXCtsGNAoyUBB7YPUatWZJ1cE4bFk28qWn2,343,87,1811490.769800000000,116,124,8,LOW
DdzFFzCqrhspiWAhVfAas9gkpg2bwtGSbCo9d4hgQeaVuh6bkN85VN1Tb465SsJZftmWzu9SnV9hjWineLzEtDhPG1RRwZmty6gqshfx,343,246,2879185.700000000000,90,188,98,LOW
DdzFFzCqrhsgxiyzUbNnww7UJTNt1Sue8kKYwTkMdsU43kpzjMWAqRRkwmtYmsmTCfjnQHkYd2NPc5Jdt9U5ASRXcmThwQoLbMsovJmb,343,308,230477.236968000000,178,199,21,LOW
DdzFFzCqrhsfmshsNuKasyuoFCkNY1RzF77wyrVnXxCgPAzo3hRwqFyukbnxh9o7ZALZvCTVG5nq1FEtimePwbd8B9QNDJ2kAQSZTwP1,340,709,30026897.095000000000,15,201,186,LOW
DdzFFzCqrhswWAWB4G2SaHb4aTKNev4ttQp15n4tJSEU7BRQ8CdVxApyzWxuBYVKetMTKKvZxTyRaSY2gJSsFgXaHLE1ZukeE9raKsZS,339,2,3413339.794986000000,203,203,0,LOW
DdzFFzCqrhsyZvbYh98qzgFEsgow3qxSEehgRnMjfLFcTUP1DFhBeJ4n3doPVK3avQnaRB4EGupexwZM6MrED9yVyMyG1nfsDqDNZMFS,339,618,2316425.928983000000,95,207,112,LOW
DdzFFzCqrhsiNqdqcf9YrvQaPFQUxqU5jgeqSs21fEQFh7HkuTk9ej5Z5vz5aMbD1vpSrAB21k3cJ4KHhqScjGpPtCXuoh3syqmTaDNP,336,317,240253.836829000000,169,199,30,LOW
DdzFFzCqrht2fRUXExm6kpheJDqpiCgURkrqdZCgzNQTZSw5nvNdxNJhz6efpAtVLJvJty28VegkGPUs8SRboCjvLJKmGogdFp7mghzc,335,7,3602928.176612000000,204,205,1,LOW
DdzFFzCqrhspv7hA6draHNcjyoqiuj6vGeipeG6j7wC3Tz7bcc2pPwPPt14LKxPBbLL4usW3NKcxPgiZ5ZeWTvDyExWqh2HPZeDYAU4z,335,4,3699382.327861000000,204,204,0,LOW
DdzFFzCqrhsrH72xdYG4kf4KqyASN4C1anqLqivEBn3VGPcHqzXGs2WpDKmS3kxWY8NBhXfshKgPtzXwoehs84fNmRwhFXMsMwUCHVH9,335,1055,286723.184696000000,195,206,11,LOW
DdzFFzCqrhsqFhcBDNRGq86byLYi1Z3ByhZmstPgQd8vYm1pkVZuWFCNYSX5K59PC4Pt51NpMJuoeRu4qQsWhckEjGkxwhTHzgfQhCWs,333,6,5445423.595748000000,180,181,1,LOW
DdzFFzCqrht3k6EbuBF4KNSh9qNdPPiPkWLpGAKHfmg3SfuJyxKLtkoeo6i3YbtJ77VEMLqbaNNEkhW5NNkpM47HyhwuD4rsA33FXpYb,333,893,5048960.907699000000,145,205,60,LOW
DdzFFzCqrhstA36Qa8pyT9uBTenpTvG5xZ8JDPYtXg2kqnkD93Y21uLovtxbr2mHPnvmiVhnz5AD5kMv3p2CDY8fzUAoNhKUFVqHgHpV,332,20,4920611.030115000000,183,184,1,LOW
DdzFFzCqrht5GiM85QhPHaHnk5cVHQzkgeADwTrFJPvbdCgdYbkr8qt85amhveLhkYCMemzkcxDhD31nLj1MVXUBKjp2VUspbx1wWzfR,332,18,1013.8489000000000000,122,205,83,LOW
DdzFFzCqrhtBovryG12Kkiv9evUc1aTEVic8Wx4kZ3W1iCGEstpD1uUAHAAJ9VFKLU6r9XxUu1szNarLwk4sSwYAYufJMthG91vprqrv,332,304,1418624.923381000000,57,207,150,LOW
DdzFFzCqrht4kSb2VzWwEMEsY1GJZSjd8g24hMgcHWfSpjSuzzAXjjKYn3x8pNJMTzxrP7kpCEa5rD14mG9TidSsjTjexAAUj2SFcmFA,330,314,208515.708981000000,169,200,31,LOW
DdzFFzCqrhsvuBAQqtAJX1JkvAFfM619kbBZeDuk49J3cMmwGdeUr8srnHMkM6QgqE7dmAFvgGqbWGtsJNi8xm1vr7e7XsvMGtunenyW,329,222,1207143.313156000000,83,207,124,LOW
DdzFFzCqrht76eV8815T8xHR6v1yNggQsGMsRnkgfmkEkHxDAfP56jw92C98r56DY5NRXR8jQzp8QyPqk97UJsQYBX4ZjcVTSkpWbWME,329,244,2190665.443243000000,195,207,12,LOW
DdzFFzCqrhsnfaHKn1Lj2TayKP9yTica7MunX5xUoV1rNLXATWpXUBbxbEmgLdWDarKkR4yG4PMHW7BEisCPar4Cf9RmaV8EEhrLyjHm,329,1008,191700.238800000000,166,205,39,LOW
DdzFFzCqrhtBaNxmtyvQQYfnZwDy2kAUoHgB5tgGWAVQcx3ELpBTfPyyXdrQ6wKufaBiwtWZ94agh9BY2wbkU81fwf47BaFPJXLNAwXq,328,274,321022.892938000000,21,123,102,LOW
DdzFFzCqrht4KH9TEtC1WSwtVLxJcPcW93UyYQE1ekBMdrHU1v8J3bRr9q4q7xftgHbotT8Gx8WGwGA7xFNPPehcegsmfLNeEDWDBaai,327,1945,476310.430000000000,130,206,76,LOW
DdzFFzCqrht2oENXwmazNAbM4Qs1dLUZf39jYSWwnK8bgERE8gAjoTosBLhDHsNZsxiKz3M29bVzx646d8Lwoed1nk2AULY722F7Ht1p,327,938,1302433.544747000000,190,205,15,LOW
DdzFFzCqrhsp6E58JaQgE9xJG1mrUwgaSMb5tkppnwQXf5uoEf3rrmJvxKaCuFwrUns3N4oxqFkhhZ3CQG38aEF9cfskXvkLauFYhwSz,326,1481,812013.854300000000,184,206,22,LOW
DdzFFzCqrhsy1NfYjqhwsLzRedh3MmSjsrKB5KGvnqi5SdXUCLpuS36A61N1uuNZVsWUiaFrX4wcURV7Us4vCYQrPmQ1zeSzMakNfzTo,326,1288,407835.155098000000,185,206,21,LOW
DdzFFzCqrhsv1vP9coQAgroEaADaB9USLHiTFEYD7C8XZZ4MFhyBAduQCC8i8E47y2Q74DdFw89UCztTTog5aRDoj4HPhpvw3F2ggTZX,325,286,21001313.202429000000,31,62,31,LOW
DdzFFzCqrhsyaKEKsJxxxpjfzSHDRkTjhUm4PGf36wZBDPyH9j22nbX1fm2ywXxg2MYNvxspU1fNcRpo6Y7JUCmoq84sG6Nd38VaZW47,324,247,655747.214740000000,185,207,22,LOW
DdzFFzCqrht6DomjwnucSFUkfBCKsoyJPHk7AT6wir7c4VAkvjN1cqsmc3pHo5rjsCy1Vwcvg4sfKo5H3JoViZ5rxifGbXWQQETYQmui,323,44,7815235.317400000000,152,168,16,LOW
DdzFFzCqrhsnG4p2gK1vit2QmfMLBoDZyrzAqnCPBNbJJ9kXjRBi4oFDFTy9H1ge4iX3fPsFsbK6QsKmgXJ8c4tfYiZkjwmR5FY2vxNc,323,291,139395.935543000000,163,199,36,LOW
DdzFFzCqrhsdoWN8FiMHu1Zg7DcRrDd4AxHpKoprLFWxQXGNcXBEs3QiPUuaY27jjhwqsqpZvAkx5MiEa563iFb6J3VGmq3QF57fkQvv,322,276,6676644.020000000000,152,207,55,LOW
DdzFFzCqrht3HHMTZzi8BKhMRiAwr37X5gg1wcz1r5A8qEDT8rTr2Tit58p7aRU74NJty2P3cjtUkrGRqd3g6SJDvFBRVYs7mof5WSYX,322,1065,671429.793992000000,169,206,37,LOW
DdzFFzCqrhsyecKyPHW8PSoEMoUJmbNCBJGkBt39rqP2dHTzq9Ddc3CoJjVMMzhrMvhpPrkxDczy9m6iSXCWg6JBRjMESo8XSzc3V1yt,321,2,5738287.088682000000,180,183,3,LOW
DdzFFzCqrhsgxFo3HVLuj5XkhvXwNYYu55odHzsMoFTK7cVHfmcvZJWav6PsKriYmFfF8vcaW9CqWzsGWELoemtNuH8K1AN2Ajqt55xs,321,180,2979941.000000000000,172,179,7,LOW
DdzFFzCqrht35QS9kP3muDs8qEaxEsnXTiwhRjoNQDfdJewPQtgDqwRj8dN4TEheMqnK2rqLcDyg2jdRCSL8MdbDcy3qQwQRCMeGHGBP,318,1050,211212.388700000000,186,206,20,LOW
DdzFFzCqrhsfrmmagHVKystiBuadfHYQDPJ3aE5eaMEaJGZ8NcFBjxoDHhTdtdLdn941oizEZmzLbKZfhHJLTf2XmiFEqYNpiRV8SA5e,318,224,10022193.543585000000,85,207,122,LOW
DdzFFzCqrhsyhVxaXhnw4GWL3HMaHx1QZybocdFV4LnaViNtmeXNX164qDs28C7nMiYzARTt4UgD725YFuHd6RtgcXMf1xUbE3eRpjBb,317,1008,343730.791296000000,185,206,21,LOW
DdzFFzCqrhssUcH3bsK5X2eWfreNs5seqJFXZK1W3yFF3ynvrj9H1c1r6DgNhgF438vgyCU2Uw7ZkALqhrZivrJVr5eHZaEQkAEXsqJx,317,663,7775926.265621000000,21,46,25,LOW
DdzFFzCqrhsodHaWtoNHNTxNTXAbPMsbNaxWV3WoHWhcqKp3yrY6WXeeJeKH2xBgdjAix9JV8Xdazha5wi1y94tELBmJtBXjjH4zu5z6,316,2,1014427.500000000000,101,153,52,LOW
DdzFFzCqrhsupQewPw15RGrrDBdeBFRRfqrjFayXyT6VYxQyH74Ato3y9xbaDyL3wkPCgaBNtV12a1r61B6HYjhp6C5D3T5qVMBGTkSZ,316,10,4864882.578893000000,182,183,1,LOW
DdzFFzCqrhsguP8qbS9T2JMjJ9Fmv5wDkpHRnHWwFJARGFr57QEyXqazvwhPZ43dMTgG8fpgY2T1tWtP3hTDEouizc2mKdEHRHXD2rMu,314,36,55452.528665000000,152,198,46,LOW
DdzFFzCqrhsjY1rj9bZn4e7dkikcRrQfYq1CQmd6iJUyN6i7vWGWLht7cPcZcGzmsd2FX6pbqwdSwHzfoNdJbjYTrcT1pypKH2ZhFpdG,314,470,157453887.04335400,86,131,45,LOW
DdzFFzCqrhsox7w2AencuCZYA9Pm8VsGhw51yH1XRhBwveKeuuQQuL3CuCinsMf6tRkyWBAwgd8B69RYJTjR4JiPdw9Fq72rhNm8ACQx,314,1162,275667.340000000000,181,206,25,LOW
DdzFFzCqrhsu1bANvfxq9pf6SFtnvX9NbnpnqwijsJFv6D9APENXTiXSGK9TMLwdrbQ7BQpMzKK4UwZfEfSGoXwDKUaaSQHdNbsMwnhg,314,2,34621503.919600000000,68,207,139,LOW
DdzFFzCqrhssHiAaJMi6ThE9psDvHUV9ck6twwxcPX3axwXvudADhRLxcouLCUBkV69pLgwvZYw6Tj5umfHosqZ31vgnwbAYAr2MUKRi,313,421,57364587.238828000000,50,158,108,LOW
DdzFFzCqrhsuBp96UCR1vkH6DxvznGibbFg7x5zSowSyMZnAY5zbaSHRSRM9TVi92B4AsUSRnJDFSsXcWsVMXNpRbpjqyAuRmQbS3XPE,312,2,13202113.463600000000,126,196,70,LOW
DdzFFzCqrht1DZE1xh7ktT4sK8ccksqGGNkYaNbnG5b8v5zCRkgAS6Tc4dYwRvek22RBdkwd1AUqHKFGgh2iwfy3Ng8H6bAC8c4haLPE,311,642,285206.684716000000,165,200,35,LOW
DdzFFzCqrhsmu1YAbd8ZjZim4HS7deENCQiQt1QaxPX7Zw8xavF7FNV2hJPingkKL3TT591vXM3RVsdLPYyiyCUgyixYVhi1tzdVv7Ty,311,310,2873478.968754000000,181,202,21,LOW
DdzFFzCqrhsoQQTt93Sthjwe3GiDqWi3MHvvUrnVQJFfSjCjkpexiEd3NxxjgyGJTVWq8S1Nf1dEc76sBHz1wt9hqH1ECXDQieujg6kc,311,601,135709473.87583500,31,202,171,LOW
DdzFFzCqrhsuywWTKAiPnnYQ34EwtWyt95k89iq1RCQrJfewAeEo5Vj9yuQdQMpjPJTj5gACRSJR9iVM3pNeFrviPqf8bSF5w53aNJsw,310,287,12924587.227599000000,36,47,11,LOW
DdzFFzCqrhsseihaoDgV1F98rB6fxtdnUkT5M8UWxG9XgBXuXnRTmJ45QUs6AvBzUkgTZQjR8AzPkyVqAzw7YKdegt4ZNyNn7oDz8XBh,310,271,23112668.358600000000,101,157,56,LOW
DdzFFzCqrhsfUwSrgurHDbCJTr6fVgLykKgn9Eg4ivauZFUW9F2AQ8ML94yqzFKwwF1gBAb4QEVFfnKx3Tj61ymEnQctwP2yzhTwNnFS,310,2,4983130.025203000000,177,183,6,LOW
DdzFFzCqrhsesfrnRzf9u3KAULgbLAPuuyj1cguULLpmPXuHhtwbehK2BZUiTf6myjoeNk3PWRodpsLHNzh16Z4TE1rFjPBUjRk4KkMN,309,1517,407720.395400000000,162,205,43,LOW
DdzFFzCqrht8eFtPeHEETFMMAtyrs7kdxZ28LQkeegNyaskduX9Lny59pWbJ4HFprE18ya95tEn7RFXpvao9tpPWscjsXAVVDdH9DRDa,309,284,133790.896313000000,168,200,32,LOW
DdzFFzCqrhszrD6HC2uX9LugSBJfiFedLoMbKqtWrtuSaMV9vBVk8viPic4x3XkzFCyHWptRQKhfAWub4jiixyvtkzxvYWj3HdkaXXWQ,309,1086,514094.576000000000,169,205,36,LOW
DdzFFzCqrhsmWHGLiqW4YKmBvBJy7ftzecJFPu2PAHDJP7TsMDSiG6dUB4DuZUA6dF7ZywxHhRNgredH8HSkXBwRWVuhGfNUcs37Rzdd,309,924,593358.162000000000,164,205,41,LOW
DdzFFzCqrhsmQuMp5d4kT4mt6AFiJeKwxAnE51V8dY29A7nVYyvJT1iDhY9Rux5En9z7FH8yegPhifexGqZZ3YSTzvC8CpvuoBSXqtAS,308,1,5757999.599979000000,110,206,96,LOW
DdzFFzCqrhsxR39F2aCDWNTicU58RvJ2T6BBoYY5sMS9hu8ohTfn2AR6TicNzMKYcSxpZhK8MLJwWiPPmud6MbZNJjb5hCCw1nQy92Lh,307,264,23164649.000000000000,43,180,137,LOW
DdzFFzCqrhsu1YYgMbzoLrdonJbKEgJpZCckeNynCYjkzu4g5VVinkcctrmjB7NMvKymZgyJtLMYnoUimxRWUsdFVQuYhuFwXjN5jsRL,307,1134,604383.789997000000,179,205,26,LOW
DdzFFzCqrhsyuL1F3jCYF3iqZqpqk19YYruHYroEciteyUn2xiFNhLMA66yXexKUKKKdU3QGLq1fj4cLSzefdEwoZpLHiCnrLismjgW2,307,232,10093507.556000000000,77,143,66,LOW
DdzFFzCqrht8SPKuY6p2SKxWV22KeV2NR6YMcqak8AhtaUrTdTdDN7xBwof3rwWSH4Z8NTopkgJU4JYTvUt8WRVr49k7emCCMSq4ztNb,307,307,1403230.299989000000,96,134,38,LOW
DdzFFzCqrhsyeKvVMW2d3K1tYw5bRCGNF4afqnqMkAQPxXvwjArmVZu6gMarmQU3JexLdcQecg1N3B4yysJ3CAxEoPgdLByRMAgJtieW,306,43,8863855.200000000000,51,198,147,LOW
DdzFFzCqrhsmoG4GgxbQxQrQVsDsJobXR6iP6QpeVRbFycwgoJo4dyyJsoTGv1BvkGvnbiAi66equVpxRRYxVwdGaCCten2EjPi1kmLk,306,535,3975794.599977000000,158,205,47,LOW
DdzFFzCqrhsmyYhiHVC285EbRwJVX4CS7r8FmetvJTa7kkiL1LbLLEZQREDLH43kc5UFK5TQuhehHP77WnPjTMMWEbefe9rZGNXnHwJk,305,7,4599589.159964000000,196,196,0,LOW
DdzFFzCqrhsoXPzqm8bZ2HSSxZQVRVFTKVJ9fUDtmhjeUJPGhm9w1Hu9ULuUVJYteJhiZX5rvCQ71T6jsX8X1bzfmkYv2iToAfGp9ZSm,305,271,449741.847623000000,173,195,22,LOW
DdzFFzCqrhsofvkZsB5FbQW3R9epD1PFdpeFR6bTEB4qGbgkAnFM2edHcTQGkLxRAQ1XoXpesk7VdHQRdjf2d52jYTDKyiBaxjYPcNYh,305,908,219832.394000000000,186,206,20,LOW
DdzFFzCqrhtAuKmumZoCoCbRhL1yTFB77tqGvxcaEMpeHmHJfQo7cTFcTXcHDxm4rgdrB6qBm9yL6j4JKSN2qdshTVvq2chKHkkofTKq,304,1123,343142.560947000000,188,206,18,LOW
DdzFFzCqrhsw2vRb6JRX7Txr6FeaubVrtnoqqh2KmtsbsVte8mpHT9ueZyXj82L5nLHXsboihZyPpnTj3SyHVgxavnnj3s69ooHeQjnR,304,2,3285652.305433000000,205,206,1,LOW
