address,tx_count,unique_counterparties,total_received_ada,first_epoch,last_epoch,epoch_span,exchange_confidence
DdzFFzCqrhstQAp4Nqi5poDuKQp5ejHHj2j8uQoRdpsFcgDRrNs4DKWcDu4pvBoyYEFyMsXWgyFeYkZ2PcEJrjSyPemxFjZoCqDCTLfU,186,184,141111.861148000000,167,200,33,LOW
DdzFFzCqrhsdtCQV8ugWdEU45s53x1NUAixiQeyJfbvEVbJrLXaC9syd4juXUQnr3P9J5FC5dTETqQPxsGc94tofD5fyjMWBkt5A72WR,186,353,13790773.586599000000,74,153,79,LOW
DdzFFzCqrhsyMMGavFrNTdAF3Rz2QhfsFCbPfWRrpPEfhWBoUTarCW86KrD8mxxqcy6tbJLMzppRbCYw5irc79BPb8JJuHouVJUo3qc9,186,903,1023422.057999000000,188,204,16,LOW
DdzFFzCqrhsdsfRFjddeCnjxbHHxtzq6bmZcbvLcnXUHWBBrEfBfy5qmNQ16WsABwvmA1hBSn6cPghfNASwSHPAhFGryRuAy8Q7xTyfK,186,626,440584.612000000000,166,206,40,LOW
DdzFFzCqrhtCjzSBMuJCGsoMf1TN1QTdFCidn4VnFfyf7FePah3v6izeTnPTwZum8K2H3tPucpk7R97Dvu1PtuvbBMjxet31u7DR3Da2,185,489,70597.460000000000,184,206,22,LOW
DdzFFzCqrhsmVkJ5PQJDBWcBpSEqvnv3R2FsfrwuZ37XrNABnqMgjH9oecN8kqWTi343mvVgDcgFTtCQd5dJZhdNrAnTJsKQBe56cRgo,184,154,19891674.188640000000,181,207,26,LOW
DdzFFzCqrhsnTDUtRziKf2WGFeVjuBjFGvsuFwpp9JSYfwRmF2iVf1JWh7d3BVBMgffeLxzyQ2isNTyt5C7n2ecaZmTM4CnRfmEhAQMK,184,464,198321.182900000000,192,205,13,LOW
DdzFFzCqrhseWR9dU1TxzGRMB182Wu1brh3HuGU4PkLLhBvkgtZ9DM5fPEzJQBjcJn7pXNtq8pAem2cEYNwugVEpYX2wXDtowwyqZYqm,183,176,140129.463691000000,180,202,22,LOW
DdzFFzCqrht3WKkiw5hpe2doVV6YifwL7pQsJs3tyNtYJ1zhs8XTxPoLK7a4MU5JtKMCojmABXiTE5e2XFgL4hkJPdFoEzo4gH18rwYw,183,123,139832.940000000000,114,178,64,LOW
DdzFFzCqrhtD8gVe3szyUfgjPDFwknD4xaDAQxa1gh7NnAuQAa8FsXi2rFLGfo6eWKh9HVtLeEad7QUGamATAsC2JkvDCBcLgfCVSw1j,183,541,104850.049200000000,178,206,28,LOW
DdzFFzCqrhsvaKUFZuEQ4uau1mCwQJDdEKmnvDK6by43Q1dwrAKaZqYPhL2ZNrUSZHua5RaQC4hVuQ7rT3rCsofbxLhB1A2QeQtettur,182,150,3383514.546464000000,54,207,153,LOW
DdzFFzCqrht3yCWqXaVBgE9wpDzMPPY3bg7XswDNDmQoqMiWScZVNSAsxWmRABk9QprChKq9TGqPvv7hNaXRSP2nYruWKVLBKiWeZoDv,182,62,84682.870235000000,173,190,17,LOW
DdzFFzCqrhsq8WifAVL63VSYtKmZwAqGLky6ptNqmoSzzzz6Wdmeg8PNi3KT8yYJ5Ezcr8uAr7atZBdwm6EzddeAHXjuNyeePHxZdcrp,182,133,871606.000000000000,96,116,20,LOW
DdzFFzCqrhskcKf9DwCFKsZfTgDo2b6Bzpw5VsMzvNmWkhE6hYWyEFm1FeFW5W3xEkkn7c2Fqd85oGhi6ekiDW6zzHQ2gLbas592wVa8,182,160,659388.690908000000,162,199,37,LOW
DdzFFzCqrhswcLt4LGGSZrbS6fELhg1hhy7ZqcMoZhvNjfghs2iT6puBvAXjM2kzWWsHiU9i4f7pir4s37BCZsXSeNABpf97xeNV3qxJ,182,156,14175213.100000000000,91,200,109,LOW
DdzFFzCqrht5EVzKBYXyw53eDFPPU1oamHY8RKYWWeqzYpjUuQm2YnxqLVydYijMbDxzQQ4CZm6NQnd1wqcBXkje83nxgAsDbMckpRby,181,173,31571.788400000000,175,177,2,LOW
DdzFFzCqrhsoHoZCYJHQgzhW3Ed79tpCm2MF22F4Rf5CQJzAbVgsBEnSAPiQyeq2vp5LUuTttR36jSvkmVDYu8TMWaE3SFARhzMzcsxH,181,448,219863.034298000000,179,204,25,LOW
DdzFFzCqrhsrpfSQyCajEBiCrKoBaByZQPuSBffzJCVAtZXZiuiPGZASdLes8L7iCCeacroJhv9NkepdZkjSLFNYxohBGM8xVcWmSG6Z,181,153,5382014.024942000000,43,207,164,LOW
DdzFFzCqrhsePf2ARVCw9tByWqDLwKNcpWtgWSGbhWVCq3a4NDZMvrt6qebP2wcq8wvD8hrMJae9cC5g9wPToceYtEVX3dyqVWBdVfNE,181,431,139086.734098000000,165,205,40,LOW
DdzFFzCqrhsqdN2QAxmnYa9723H6QvkaLLMxmH2SKMp3PizxYwQ1wDd9k1zeZtjux2fZWDSwQei2JWF2Fg2EZTnSjdMrKxaouYsVQRkT,180,502,97941.224999000000,196,206,10,LOW
DdzFFzCqrhsgeHJDZuasS7psaFiNBbpNmG5dYCtEmEQ9CsAFiqW7PanNhFPCpBNKftSjS8HaFp5r16oyxheR5fQDo5qo1Bi8oRAEtvSj,180,87,801307.500000000000,24,58,34,LOW
DdzFFzCqrht6Z4y9kK9M6X9mgkzE9gWGkfLfM6QJS7H1xYPpBkwiJADSz4nJkwFAbF4ejYL2pqDrSixAZaMyVKHBN77FTNt6aKVGYxKC,180,171,5126692.000000000000,35,41,6,LOW
DdzFFzCqrhsqCmHgMDvaNT71snbzgYaiSWF32tt54APmL7Rkqdtn5u3kXYuBY6P9RiiPDdCzr3mPXnmDw6115VMrriidLKDnGLerqzR4,180,167,1073379.073368000000,157,204,47,LOW
DdzFFzCqrhstbqZVsYAyLXd6syRiHeV81mp2WnCqWaTgrQMQRjYE2NaYGzzJqSXzhCBjDWqeymJb2r8VgRRAJvS1SC4ojwPjzVGJvztK,180,142,6535346.320952000000,17,111,94,LOW
DdzFFzCqrht9c2QF8xmhb5wuofbZVab6LEGU4twQyeUmtZd16UzDJtbWjoUGpxKT48vCkgJSzv6QGjjU3fXJFndxMkUTZVJAiyV7BtZS,180,813,188822.616700000000,186,206,20,LOW
DdzFFzCqrhsp7L6CFisQjCrjpC43M6GeKcUYVbsYF71gau4wk56SJTn1sDDr24842zUPb9BLTWB9bH4JoFwbDCHk9yESjtu9r81BRNfz,179,552,182170.848193000000,195,205,10,LOW
DdzFFzCqrhtAMGxBHvhrMV7C8VTPjCyPsnq1G7Lr8Sxb4p5pTD4Q11wedXJpje7hHG3PMF2mYhKkUn9mQHYW9H4m4xjXjMtxDcFoFzUm,179,39,10761479.900000000000,50,146,96,LOW
DdzFFzCqrht4KjzEYVfuSZKobjTfaAbdHrHrPdSA9qMzfQq8Cb8YZ4RR4GvzKcPyj1zn2GkAEU4qBBex4PtWwUZ4dDXZY2DAMK94AvSA,179,161,3781724.570433000000,54,207,153,LOW
DdzFFzCqrht6Z8fJAnVgJt4fTmXZnQy3YKbSPBR2RhrVqUNPbtvvHZc7v96gstQ33zin6GKEKBLHpnoUfYqSAVbiKM9p4GD2aBJ57VZR,179,171,170310.000000000000,22,207,185,LOW
DdzFFzCqrhsoYSAEsUTncFq19uavKm86Ujp2ZM8cVeMJZCi5NjjNPC4JbLH7BNvfC8G6hNQK2xiM2Bt5Wk1mjEdW8mkBAoJouK6tYG4v,178,295,111199822.00000000,90,160,70,LOW
DdzFFzCqrhsh8SyDP3MLy79GqENpTdet3g48CAXdctngVbvVatGngwkWyNTsM46kFtgG5bogW56vTK7Hqu8uzvh8DQFQC1gBuPGE1Wa8,178,100,67199.598540000000,158,196,38,LOW
DdzFFzCqrht7uJ4FYtFJyd6YGDNVokpycMEnoRebo6yUoCSKN8isCueF69w3RGK9uaDux6a2KwSrtvxuxS3SsDuQR1QHwC2RCWG2TLap,177,576,742148.727991000000,197,205,8,LOW
DdzFFzCqrhsy9hpB5smoh3beDHxZMdz8E3f5KzgoFX1TJCmxXnNC2azGqedbquGSxQ2ryZjUBAGZUMiSx4YKjU6AEmJCN1Yx7rKtHMQ3,177,146,52579700.120343000000,104,207,103,LOW
DdzFFzCqrhtC6Jk9tQabb59Z54Eu8L9Dad46TDt3X52FXZYsJ16X8HrNQRxLW6NFSfTdGEodP8wNz9ED5scNj5UJBigHbRi7n2upXGkX,177,799,1304673.767596000000,169,196,27,LOW
DdzFFzCqrht1agbGj6ur9FtXgbk7Nn5spVQS9qen8jEAisisMU4HdVapfLzsbXC8QmBGotZx89SkA3zmF4hPALbzNSKdet3q6kSFJBjL,177,5,3718969.999301000000,205,205,0,LOW
DdzFFzCqrhsowiHu82MNCiVYyD8Ei6fVEbaMuQpLB9oEbRwkHe9hV84imXkxcN49hxwLeRrm9wseqSnXV2wiTvvB4dp8UqCQo6JajxPL,176,155,52156.378711000000,57,180,123,LOW
DdzFFzCqrhsgnGveb1Uq9JxjFFXaxVbiuqZyNfGgbuihbYHWHystLAgHAtHVAEMDzXqHw6GLZXEmv2enhtoYX5ps4vHvRkZYPFgvhrtN,176,484,94989.659999000000,187,206,19,LOW
DdzFFzCqrhsf9BU4A7ib2XvPFBY8C72W9s6WcHDYdGi5FQGetYERVQawpQiZX9L9r6japPbovfck9M9nxE2MaCsxg8xxj1G1kwaoJJFa,175,461,82876.681300000000,175,205,30,LOW
DdzFFzCqrhsgh9o6KV8YLnRWStQkdivx9ffqFjhcLED8UrQFLrEsCSR5SqjZH144ijNUQD11uHWKnP5Ly6YtKD6aBuxj7SZgW8pxcqcs,175,144,6596912.700000000000,111,203,92,LOW
DdzFFzCqrhsp8X5uZA99KBtSA5vg5pVkFZ935U1TmW1sSyU2yVEBPA1LYB1q7j1xoLyq46NLyWBKmKzSQQ9sB9g3URJG5qMN8FE2QUhS,175,166,2637871.238000000000,141,207,66,LOW
DdzFFzCqrht6RHQT4Mr57BEwsJEN2JHie4QvqJ3jLMMVkGPeWyhxyq6r6sSkBFnCagz2ZwH2GXdL6r9421CZdNVrZVAXkU87GtdG9bJw,175,155,29577720.240097000000,60,129,69,LOW
DdzFFzCqrhsmxzzvNLkvnr9jsHev3bk7jAucAaQhthxSLQrBE9CeJe1datD2My53ifS7yfubgE2Lp5tq7mU3JWZVeKcPcMc2sZJGaqXF,175,59,17805571.029500000000,67,172,105,LOW
DdzFFzCqrht2VKmMYxJBYJXouU8tEFLXV5nCt2zqbBvoKbskgkgcM9JMiiWRqz3McaJWwxnUSCCRB6xTXzNdKzNqTucc6pVPWmAMmgE6,175,146,193070.228309000000,160,195,35,LOW
DdzFFzCqrhskNtCms967PbRfWkzSdJmRPgbNLKEeecYpAKwXxUjYNLKCbuwf17earT7TQ6AjijPFkbk7yk4FxeD31R8zD3y129FEcdiX,175,290,360910.985000000000,108,133,25,LOW
DdzFFzCqrhst7ZPaoucaT92cHbNA2Uvneo5jsDjVwvFTSANs5zPH3cDFxsh22wFUhSp2MbgbyqVLRpYiNuiwocbdBf7m6FCcQ4xZg8eK,174,650,215767.979200000000,184,206,22,LOW
DdzFFzCqrhsicLTjBhoBCFQvpZDtAHNupoicDoEkP9ZUGCESvLJkyPxTpKwP86YwTy8y42ZrExWVY3FucebetoJpuhqAcJmErMqfniXD,174,175,2287385.999993000000,63,134,71,LOW
DdzFFzCqrhspkXBZ5zxmZsPnXty75vJiBvYacUQxBbuQW7Gc8PM88ARU8Jt5dEhTPs578L9mV5C2hWPD2zfDBLEBgvMa9pRkffnvWMbM,173,412,45421.993800000000,177,202,25,LOW
DdzFFzCqrhsmYCKU8MGTuam7RxVV85WpsKw34Zs1c7BGYCe9MwV8K8WB8KvPRoBK55wZCWGG36ZHvhT7Vm3KYSq95MWqigYGWyspfN1A,173,386,62464.499900000000,154,205,51,LOW
DdzFFzCqrht8gbyiGKvaw51yMSac6KoG9AEDoTZXLqhBKLUzwf6fAbJveA6fMHb2XCc3PeBEFEnuZjyNvRStcgWDwcYg1xm1CynEoQJ1,173,171,74486.966860000000,168,199,31,LOW
DdzFFzCqrht2mqkWF3n1ds82a41H66UFjNnXrCDTbjuE54pL78MPbRNPdvDMLxDRfJ4JVGPzSENRTHZThku9sXCTEf3Dp48uthGzCDE3,172,482,66438.254581000000,181,206,25,LOW
DdzFFzCqrhsyvEVA5tL2PjZAw49pjcTTBi1SaLhYyFtQnT5eH355cyVVLUMuSd9mW9ZdKEesgrtoNvgSwAouD3NdAVctvGDBMmMtEnsV,172,172,19440472.199992000000,60,145,85,LOW
DdzFFzCqrhsh11okEKrpKBZSZPtw9raZBNNyZFzynMVshRbjnkwaEeZCEytiT589kWSfXmAm13Pz6kUgVvjsFZMJAQu36UiXYcoBLvoo,172,465,112842.861999000000,199,206,7,LOW
DdzFFzCqrhssYvTtV2iZGUphKZRdQXjm7SwnjBFA1Mpr3WmkH5P78ZdnbU6eWJRJWB2gma8BHC9FoFmNpF6Y5cz8XjMJmi4h1paozfpg,172,565,483546.649998000000,181,204,23,LOW
DdzFFzCqrhsvykr6PfHR3MVu1UaqjL7XVKu1WdZCUThtbc3EP8Ez9KUZE6w1TW8UkRawQaCTanoo8euhMhcp49gHboLBsQfpH5t58gwK,172,160,7131989.659448000000,143,207,64,LOW
DdzFFzCqrht2aGZbgKVcZ94yjVVnZby7U5NEwZSf95o8pwUgwoWwB6TDdqDAKVsq7MbDaAZADMnzyYuSnDh8SUPaqiWd28GnxaVV2NKe,172,6,17819513.113224000000,28,29,1,LOW
DdzFFzCqrhsh2kQjDDhPtKhKrfpzrG9KWxeAhcsouTDn3fD3utg8YCUzMQQ5fpbBhUqgPQ3rzayaEdX65Qz9uNyEyfALBfp4wUuoRKTH,172,547,727429.870000000000,22,90,68,LOW
DdzFFzCqrhsmrt4K4g9EpNpS6w5xyRq6TbBiQctTtK8eJeRtiLYv1ZZPGvnQhdjUydAPQgHmVxH66jTLXazuPEwDcbgfkaYq2uCuH28Y,171,16,40284762.974604000000,1,80,79,LOW
DdzFFzCqrhsqQwjegSz96gjRBjDyRzUvcpmvraeVJEKV5ppHVipprwyKDN4c5QhJyT9CyJjMvVsJPVCmcdAs6rRvdB67hmgbfku7d8Qa,171,468,136867.233622000000,192,205,13,LOW
DdzFFzCqrht8F7c583tFXp8SJaXKVDg92X64ybeR55ZueGmYGaeVvpuP5y3aSVid67gZQYHjs2tWsCS3r3mpTRUWV5iJmNRvNcH9GpK1,171,100,13198.500000000000,177,203,26,LOW
DdzFFzCqrhstxYX1Ag8xQjmGP5SqGGzZuKmsgDSNZzNModikMyXa97mox7pPnB3agQUuhPVxbohdab9GSCiPntSQtWyqwbPxTJqns9pZ,171,116,2212431.600000000000,70,163,93,LOW
DdzFFzCqrhsgRqbmFcPbwhkHn8N7yfyJR8UnjorfS642pBy6RWeJbtseMUnpQYZUy7573nKrjFZUR44vawjW7tjJnK75e8DHEuLhMshT,171,180,38221000.837003000000,123,207,84,LOW
DdzFFzCqrhseKwEZ4WqBCUqznXFAgUTTkm7vVUJxMTxawPhJZro7avAeZHTG5GoWr2k8yMxD1qWrrZRMCgDoAXWs7qi1MPcnSCfK7TeT,171,493,118741.041997000000,198,205,7,LOW
DdzFFzCqrhsn8v1i3HR5ayBi7V8GEtDX2JKXJTnNLhWFAw1RF33qvH3cm5NvZfVPwp7yRdh4UPJZTy68wsRwd49TtkeauS6LPC2fr44e,171,529,254433.114000000000,184,206,22,LOW
DdzFFzCqrht1t1xK3hPrWad5j37w3KjdXtQUm7U7GnyeXhcZhFkv23onTKCbqSqyGm2triGyiH3ohu5Ro5m4RGgzMaq3KRT7fiSFf8oe,171,52,47455.876267000000,172,196,24,LOW
DdzFFzCqrhtBu1Wfsy3iqNfNWE8okqUqyokkmwnvcwfy4ca2f4jX8ewrtT6KE8dC8UmfDU5ewm7RERTLWXyjKuod7c9mgDUAxfdLq3HU,170,2,1765251.600000000000,187,207,20,LOW
DdzFFzCqrhsr8zqC61zCPt2x9ggRp2k1zhdDwbCNwrp3vMyKLU7x1qSHABRC7KQR7TfikdR6WWHy1sEwMg6GoEL8KpmbQeZnqSzwJKhB,170,363,597186.599996000000,22,198,176,LOW
DdzFFzCqrhsfQoB8ayJwmBC7cNJ39auyTfnVFTEzSygcX7gC1ARsoTqsyVhPgSLchEL5B1GYstjFwFWM5Gw9hgNca8sCxQCfpSNUejiH,170,124,32840775.897000000000,184,207,23,LOW
DdzFFzCqrhshU1L4cmmYYEtngdxbDEnURTRGcA2aJ8kYayPsZ6FmgkHRyFnYKWqJtkxfws7c1X33eop6seXQNkGGEJ6jf4vCZbyoMu87,170,145,4384448.295194000000,67,207,140,LOW
DdzFFzCqrhsi1cVMkCUEMt2tDLeh3o4km3DXUCsKYKGiWad8zGUBZr1Qeqg7JViuwm3FnnvKp3DmzELkEZmRkVQGTsKF6R7iF9aPEDWf,170,522,209307.356400000000,194,205,11,LOW
DdzFFzCqrht55vfknrnuyS7qhqs5bHL3LKzj3mp5G4vDUTWyvomkoNkuZk1x1o1zt1CQXABPRurzqH9pj2NRSVYovLVCN3sSL1htHkSk,169,348,5442806.220000000000,44,206,162,LOW
DdzFFzCqrhskeURS5U2GpQK3XRuThUBbZGuNYtnn5FNCQvE5bj79m55CTpn6FeGwjH3PWnk347pMMXp4Q3JKGkNfhBCiFnhF4XR7KQQf,169,598,94715.816000000000,167,202,35,LOW
DdzFFzCqrhsq3wUFPT8fC1qkZ2BkP2kKEseTgJArCWui75kARrQA58sza3noSQuHgfohXtF5nejhZpX31dAgKmHwVgEFYh19dy63cptf,169,207,381775.017000000000,85,135,50,LOW
DdzFFzCqrhstyei9vRZEufSXwVuaHA2AM4GFanzMne6H2uZ74tA4a82rvA4qGBikwrtcnxXzfAy4XUATfRyhpRySY3T8P5vQTATeaw41,169,315,120699831.00000000,138,182,44,LOW
DdzFFzCqrht4p5MyZBihfiB5eyfMH1TGgVbFVGNGTkKoTDKdS3amaarg8v8mgavqvqnSZGdR4pYknybA5UsHZfzNeYGLpcdEBfCjdk9o,169,167,152023.008880000000,167,199,32,LOW
DdzFFzCqrht6E8gssw37nQsa9JGxMWr52bQCVrdzQ4UdbwgV3kdH61UgF18JG3hkwefoREVyP2XHCDC9YQFGVMtWRa1gGTGhoQFkTnZt,169,455,272033.940000000000,194,203,9,LOW
DdzFFzCqrht5gYWArC5ZwKxBP3FSzW6mZE7inzeRgGFnfRC1uTUyei6YabbWHKgqpXk6L1Hohi89SUPCcWTmZsNxHik6iGT8pPpXnS7N,168,369,331792.572848000000,166,200,34,LOW
DdzFFzCqrhsffZcHqJZKsGzRtpkoJkpNBondCdpej6KuXVjZ1dW8veYq8GETNFXzB4tNjcS1XACZsASQhBu2xnW2jNadPkXEw4pDR7EK,168,122,11752664.815761000000,25,70,45,LOW
DdzFFzCqrht1jCDDXhmi8CmJewngA7ZKh7KnZSrBaZaDm5TY55YYy2jsCgaBUENxLCsPfrwuuKSsmfudWws6JGECJjs1ijX4oKGckk4d,168,148,405771.821178000000,160,195,35,LOW
DdzFFzCqrhstY1MUQq2KuBFgTjLzdCMXpScKUN1bP3QhXitLNCKDuR4KKRAhcQkf6yhaQmPihDcPyB8p4T92XT3b4g333vkggksKToKj,167,141,4752579.000000000000,50,199,149,LOW
DdzFFzCqrhtAjE4QxF6gjQyKEuehw2DwvRTmrktjb9Jpfm7DRyqEMuo6wSVpDPAnDDVnG9SSUwXXvDp9xvLvMijuBrLCoyspzB27sEvT,167,283,2310468.699993000000,77,202,125,LOW
DdzFFzCqrht9TBThj7DJhgXdXrJ7MattAwPKK1NzQnxwou75PMJeyfyL29bSqPiVMWhUFU6PtQmeuMLVc4qVuP6cYr6ZD9hPzYGaepzM,167,150,77291.198329000000,174,200,26,LOW
DdzFFzCqrht7Y8BC1mhqWxYF5fhnUQG8mFfoXbycshhhCXbt7RrXNrf3pkDS3HwKLvbprN4VLm939fbp6TMaqo5WkErn8Wb2xia46a4d,167,132,70365.974700000000,168,198,30,LOW
DdzFFzCqrht7Ydhpwf2D9DHgJ3x2WbkyDuHa2wjbEe7fRzwFXSZCFk6BRZiGdL9uCH2CLPwvHhJWDq1wg3ccUcYvhPwRrp86wK8JtMjq,167,554,126542.128500000000,196,206,10,LOW
DdzFFzCqrhsyL6jhmUWLA4urBjSUF3pp59CukJ7PkUQK4qKFTJBY19uCqxh6qYEUpnANDFDfJAaJRZCSUzsL9UmJphNAZz5NjsgT2eGZ,167,163,523207.421898000000,99,206,107,LOW
DdzFFzCqrht4SvnnmCfJXkZHYG9K9fd1cyidWeqdv5CqKQTkREh53j9RsWNLDhRXUJtMuUcZooDfoopPAVyPAywujFm2hhvJsE7HdRSD,167,417,299664.579497000000,181,206,25,LOW
DdzFFzCqrhsgwf3SMHUuUkFmN2fKYwDAEK8aERu3BKZpUSXHG6Jft77vJFkgfBjDWxfQkHRjpXogPUEgoxD1ZxrmgyUCFyJAad5xiRop,167,7,72772.759749000000,87,138,51,LOW
DdzFFzCqrht7Wr5qvgmvpsv7jTReVLtfHTXwHqUof3ojkVkmPnJiqWiC2iKg6hUa5cLLh5LW2vpLUTxf8AHARhcgvPqY9R1xgJxH6HmT,166,91,1730663.000000000000,18,132,114,LOW
DdzFFzCqrhstevh6DcoTsjgFcMhVbmz6TVenKCWkG3UpMdipzRmD4SrjvBf9M6EBPc4k2vjE7oeGZJ3jywtujyRVzuBbBLaABmFWPbhT,166,140,43888.852161000000,167,199,32,LOW
DdzFFzCqrht7Zj24Qn6kRz1v5u8gjGvPVAS1QKqsyc8MszuBwKv2VKiDzbdaqF1cXvPMSMKYM5YbGcGVXRB1sz75F7KwKGFjuQ7E27Uv,166,164,261511.244128000000,180,202,22,LOW
DdzFFzCqrhsh9rRdMZogcYUeQedyqdjQph2idFMSX6jdPBunihrNZJTa2Vxgc329oKy2ee48rb2BBCZHonm3CWXV9xyAUY5DskR5gNf7,166,105,49187389.000000000000,82,94,12,LOW
DdzFFzCqrht91qhZ9zeDsbNV9GrRpLsG2dZy3LwHvLQ6uxNVeiNYr79BpfWxm7kw2DCRrtppYou7dbcUnXBmeGiMFBoo2PT67Av1AtTr,166,161,104850.687027000000,172,200,28,LOW
DdzFFzCqrhsyALyDrhfmbveiExjJYrzz7o7jKiURyXGPPFaKNACNY9iy6TjtTmoccMdqoEnXBxEcRzGCtULbCZfyj7sfMfXva6dpdKAt,166,183,119423.885636000000,181,199,18,LOW
DdzFFzCqrhsuHnQi2r3cS1KU5k7M3xbGN4H69sWc5MrAFtLLNHxFePytwRkqYrncEDP7MLjh5dRdudhessQHj7NnB9xNrPg8SEAkqx9s,166,123,582829.412824000000,159,196,37,LOW
DdzFFzCqrhsssf31DzR3qA5q7wsays2Dt47mFHDhgN8Er8CrCsBgG8QxeSpqpkpBfBVzK1uPXTAXPce4SCSpowHdZSfbyvr3BFe6h2Mc,165,372,1688712.980173000000,64,203,139,LOW
DdzFFzCqrhswaCJXKB9saacm8ire7iFBF9KuLKq8AMU7VUKzs7F2ibk49v5mcaABK5bi4kciNYDE96oVBfAA67Ha1gYRPX6p6UP6kGe9,165,289,164915566.46964900,114,205,91,LOW
DdzFFzCqrhsfK4dG77fHZnEWwWfUcuCBi9bYkD4QgVkCtmS4DtTczc32aSKbY7oqcL5vrjRxdQ92xcXT8XVsiBxTHU7M5cAHSQmrQ7xA,164,156,4358677.225477000000,31,54,23,LOW
DdzFFzCqrht9G6zj4yRjZeNJimmuKhDHxrLfnTNZNuZXnBTr6crxwmoSEqGsby1DoutV6MXgzm3z44ZpMcW1mvxDyi34a7VQqHmH1XAc,164,146,84124.566442000000,174,195,21,LOW
DdzFFzCqrhszhFPntYJHZn7cjGjfQUFN4U796AEjSw87dCwu37Asr7BRpfwMPwWPT28xF6dzCAzPWoCGyhnbPTeDJUS1Est2ggGauVaJ,164,346,162944.910305000000,167,200,33,LOW
DdzFFzCqrhsrqbMYfPstW326WKVd1pAqrrgmHV2zf7fQa1ijEWvAWNJ4y6mtSvuNtdtuni72wmANxNYh5XoWLzcGjNX8vQjKC8LnDcd2,164,240,1004913.194000000000,62,132,70,LOW
DdzFFzCqrhsxL1bqVUnxmugpvuM49SAvn9vnZ71qnaPdHZALHFyNKYQ3Yi1hCU725rik24BCRnDstVKnoow8uHFVSPjMtSGtZVbR2rW6,163,128,11533073.500000000000,34,57,23,LOW
DdzFFzCqrht1KJomEGgsyLkmh7qaeNtPZW8UUHii1hjFadFomtTED7eiZX3Y1GUDTSYXE55tqrynUQewhjDeMeLQptaiTaLY1k8VNCBW,163,241,855525009.00000000,152,207,55,LOW
DdzFFzCqrhstiuomLQEAHxfKzp2fgzoGpELRpoEJX2mmqvvnqD3we9ytQRQm3MzcZHkwEu1cyjnCtgxdNA33WNYWcpmtcXq64p65haqT,163,287,166204.645994000000,70,196,126,LOW
DdzFFzCqrhsxhcCdUtGmUkJ2LeQmCfqj28um9YJGusmixP3S3G1c5JkEFotQmpP6pGVkQGgN2oozjfw5BvmApGsJnUsjeySRPijufMvK,163,336,14703.000000000000,175,184,9,LOW
DdzFFzCqrht9hgTNXTVbFLQn1eBSPNFLiwKMCNG6YPFJvEHVsPFaEi6p1uGuME23b3yNndf5WHwg3zxjkpo3s6F3WcQY2QHk1EViP2cA,163,293,4701650.200000000000,77,129,52,LOW
DdzFFzCqrhsrg6MVMS2xPwTnGZn4Zk3ojmR3hUV6zFHtPSpB7YvFWiN5Vsp4NpkeBU4UwFK2ArFyg4oPZGtSoFxTLocw8c2QFV9TwSeq,163,505,110117.324000000000,197,205,8,LOW
DdzFFzCqrhss47BVc7PKJy1YxsJAfRuKrWQA65gfcUmHbcoo9uuBwEhrH5W9L5tdfSk1rxqX7VaWi4DxF7GijtG7bLFoYgdWfSDQurTa,163,407,82363.879999000000,139,206,67,LOW
DdzFFzCqrht1ksYWNygfYRSajQeVhmr8QK21oAG6G9EYtVD715CtD45tqVCujyJpU1bMpRGaivYVSiSsu6qPwN5jmyPEsLg4aGeZAtfC,163,72,192268.117279000000,180,207,27,LOW
DdzFFzCqrhseRckvkDaak46ZmxnndVDFqcmBRHWnzicKQPPhGHi9y55EG6wa6XA5Axgfe1rbDvQTtyP9KCgjkDhc87AVuLGMzhnh8rCN,162,701,275259.778000000000,162,206,44,LOW
DdzFFzCqrhsmyc9gR3tEjH1aUezqTiA3rwcDb4kbuG5Uee3jKTnj3iDrzeeQ2QfGeBrEVZPwugzFcb8Rma8SfQcU9kF79a46DLP39YrQ,162,436,54395.042221000000,180,205,25,LOW
DdzFFzCqrhshBo5iiVeKWL7QocEPryLXR9zDoMdDj92pjKHT2PXZNAS9wQEAtqV51Wd6oB3nMGUQT1KCzy5qzSLimrxBAqZH4sKdsLv2,162,232,1777540.169401000000,64,95,31,LOW
DdzFFzCqrhsh19ZjminFH2YCd8XC5DERQU35iCYxu7h9bTquQcp5B74zTqZtfzRUgWq3pQB2QF2pGM766YADAkxy5TrX6AgwkpKsYLpL,162,110,16281974.410000000000,120,207,87,LOW
DdzFFzCqrht4XohyzHZ16SyjyPcT5hq1hRJ2i8vCSskCHyAd1BXs7tMUY3VnCgm3XW8U7dBvzu135Eeac7ci5NTNfDHW2CS7AWjkAHQf,162,314,203672.997700000000,178,207,29,LOW
DdzFFzCqrht2RxME5NRC58Ma2vomAJ57fcnJNUrcFbKeHj1QZSisEbMwjicDvptu2cqQeZR5AtKPzwMXfq58YzAyoDZsZeSocGhLZMVE,162,437,140834.208000000000,166,205,39,LOW
DdzFFzCqrhtAxmHHTVAZRQ8o2YyzQeomDgTegdX2PyvA1wXPzvwCZ66twhUAmq2RTW7pAWkkTRoeu4XYQKCS1QjMjcYj74CgY9t5J16M,162,104,1130380.492169000000,16,167,151,LOW
